iter	Logloss
339	0.4495906802
340	0.4495884196
341	0.4495849779
342	0.4495839154
343	0.4495824122
344	0.4495794621
345	0.4495765573
346	0.4495762069
347	0.4495751614
348	0.4495707477
349	0.4495700582
350	0.4495679785
351	0.4495653506
352	0.4495634743
353	0.4495601287
354	0.4495603095
355	0.449556167
356	0.4495545733
357	0.4495516233
358	0.4495508943
359	0.4495512277
360	0.4495487976
361	0.449545435
362	0.4495437226
363	0.4495419029
364	0.4495398345
365	0.4495385742
366	0.4495360028
367	0.4495362006
368	0.4495351664
369	0.4495314252
370	0.4495319508
371	0.449529905
372	0.4495277687
373	0.4495280344
374	0.4495254234
375	0.4495225751
376	0.449522869
377	0.4495206028
378	0.4495197946
379	0.4495194273
380	0.4495179353
381	0.4495140358
382	0.4495153356
383	0.4495143806
384	0.4495146405
385	0.4495116509
386	0.4495111027
387	0.4495101816
388	0.4495088591
389	0.4495075932
390	0.4495061408
391	0.4495069151
392	0.4495057904
393	0.4495050049
394	0.4495036146
395	0.4495034281
396	0.4495022979
397	0.4494999638
398	0.4494994665
399	0.4494976242
400	0.4494974433
401	0.4494947928
402	0.4494946233
403	0.4494947702
404	0.4494924305
405	0.4494918541
406	0.4494904356
407	0.4494893561
408	0.4494879885
409	0.4494898874
410	0.4494866604
411	0.4494859031
412	0.4494841286
413	0.4494830322
414	0.4494824388
415	0.4494819415
416	0.4494814385
417	0.4494805852
418	0.4494804721
419	0.449479924
420	0.4494776182
421	0.4494774317
422	0.449476324
423	0.4494758097
424	0.4494757532
425	0.4494762618
426	0.4494744082
427	0.4494749394
428	0.4494738035
429	0.4494745382
430	0.4494724076
431	0.4494714129
432	0.4494704861
433	0.4494720289
434	0.4494698192
435	0.4494677
436	0.4494662476
437	0.4494669992
438	0.4494672874
439	0.4494655694
440	0.4494657446
441	0.4494645182
442	0.4494650438
443	0.4494646595
444	0.4494631223
445	0.4494631958
446	0.4494640153
447	0.4494625685
448	0.4494622916
449	0.4494619412
450	0.449462139
451	0.4494618169
452	0.4494616247
453	0.4494603192
454	0.4494622012
455	0.4494596976
456	0.4494609352
457	0.4494580135
458	0.4494584995
459	0.4494584712
460	0.4494583525
461	0.449458799
462	0.4494565045
463	0.4494554421
464	0.449456222
465	0.4494551143
466	0.4494546509
467	0.4494544474
468	0.4494548713
469	0.4494545152
470	0.4494538766
471	0.4494520117
472	0.4494507288
473	0.4494511979
474	0.4494514296
475	0.4494502597
476	0.4494490277
477	0.4494501241
478	0.4494480783
479	0.4494480726
480	0.4494502032
481	0.4494487113
482	0.4494465298
483	0.4494479879
484	0.4494466033
485	0.4494460212
486	0.4494446309
487	0.4494455691
488	0.4494451509
489	0.4494451
490	0.4494456312
491	0.4494454673
492	0.4494449022
493	0.4494422687
494	0.4494424778
495	0.4494419861
496	0.4494419861
497	0.4494420878
498	0.4494420878
499	0.4494441336
500	0.4494446309
501	0.4494430316
502	0.4494450435
503	0.4494436024
504	0.449442896
505	0.449442992
506	0.4494417939
507	0.4494420426
508	0.4494413475
509	0.44944215
510	0.4494417035
511	0.4494418165
512	0.4494403698
513	0.4494405224
514	0.449441161
515	0.4494394543
516	0.4494405902
517	0.4494405054
518	0.4494398781
519	0.4494376797
520	0.4494393864
521	0.4494389682
522	0.4494384879
523	0.4494395108
524	0.4494373689
525	0.4494377532
526	0.4494371146
527	0.4494366399
528	0.4494369281
529	0.4494361143
530	0.4494378153
531	0.4494365325
532	0.4494366568
533	0.4494355322
534	0.4494360804
535	0.4494359956
536	0.4494358148
537	0.4494346336
538	0.4494345206
539	0.4494351987
540	0.4494347014
541	0.4494323222
542	0.4494323222
543	0.4494330343
544	0.4494340007
545	0.4494338763
546	0.4494322374
547	0.4494322431
548	0.4494324635
549	0.449431158
550	0.449431158
551	0.449431158
552	0.449431158
553	0.449431158
554	0.4494311297
555	0.4494311863
556	0.4494311806
557	0.4494311806
558	0.4494328365
559	0.4494327065
560	0.4494323787
561	0.4494309489
562	0.449432373
563	0.4494317683
564	0.4494306889
565	0.449429909
566	0.4494301294
567	0.4494301012
568	0.4494291122
569	0.4494271285
570	0.4494271285
571	0.4494279423
572	0.4494278067
573	0.4494279423
574	0.4494278124
575	0.4494278011
576	0.4494275411
577	0.4494285583
578	0.4494280723
579	0.4494278858
580	0.4494278802
581	0.4494278237
582	0.449428581
583	0.4494289257
584	0.4494291065
585	0.4494265069
586	0.4494265069
587	0.449426473
588	0.4494277332
589	0.4494275694
590	0.4494280893
591	0.449428824
592	0.449428191
593	0.4494284114
594	0.4494284736
595	0.4494278067
596	0.4494273885
597	0.4494255405
598	0.4494256196
599	0.4494255066
600	0.4494257383
601	0.4494248228
602	0.4494247041
603	0.4494243989
604	0.4494244046
605	0.4494244837
606	0.4494255575
607	0.4494248341
608	0.4494252636
609	0.4494248849
610	0.449424009
611	0.449424009
612	0.4494241107
613	0.4494239016
614	0.4494239016
615	0.4494239016
616	0.4494239016
617	0.4494243368
618	0.4494240033
619	0.4494257609
620	0.4494239072
621	0.4494240316
622	0.4494238281
623	0.4494238281
624	0.4494238281
625	0.4494247606
626	0.4494240768
627	0.4494243368
628	0.4494243989
629	0.4494226809
630	0.4494227713
631	0.4494227713
632	0.449424009
633	0.4494232969
634	0.4494232969
635	0.4494239299
636	0.4494240429
637	0.4494250771
638	0.4494243481
639	0.4494239581
640	0.4494231387
641	0.449424382
642	0.4494228222
643	0.4494228222
644	0.449423116
645	0.449423116
646	0.4494231047
647	0.4494230652
648	0.4494230652
649	0.4494230652
650	0.4494232234
651	0.4494245741
652	0.4494245402
653	0.4494231669
654	0.4494231613
655	0.4494233591
656	0.4494232686
657	0.4494233252
658	0.4494233252
659	0.4494241616
660	0.4494238677
661	0.4494242915
662	0.4494240316
663	0.4494231669
664	0.449422777
665	0.4494219575
666	0.4494202056
667	0.4494202112
668	0.449420426
669	0.4494201491
670	0.4494201152
671	0.4494201152
672	0.4494201039
673	0.4494200473
674	0.4494201321
675	0.4494201321
676	0.4494200586
677	0.4494201886
678	0.4494200643
679	0.4494200643
680	0.4494198326
681	0.4494198326
682	0.44941981
683	0.4494198043
684	0.4494197196
685	0.4494204373
686	0.4494206916
687	0.449420895
688	0.449420895
689	0.4494208555
690	0.4494207594
691	0.4494207651
692	0.4494227657
693	0.4494227204
694	0.4494219123
695	0.4494213076
696	0.4494217202
697	0.4494203695
698	0.4494209346
699	0.4494210759
700	0.4494208329
701	0.4494203977
702	0.4494212341
703	0.4494204147
704	0.449420426
705	0.4494189453
706	0.4494198721
707	0.4494184367
708	0.4494187193
709	0.449418188
710	0.4494181428
711	0.4494188662
712	0.4494188549
713	0.4494184423
714	0.4494180806
715	0.4494187419
716	0.4494193296
717	0.4494177924
718	0.4494177924
719	0.4494178885
720	0.4494176229
721	0.4494182728
722	0.4494183519
723	0.4494180806
724	0.4494173121
725	0.4494173347
726	0.4494168712
727	0.4494171934
728	0.449418205
729	0.4494161592
730	0.4494161874
731	0.4494160122
732	0.4494161422
733	0.4494161479
734	0.4494177359
735	0.4494176737
736	0.449417685
737	0.4494177246
738	0.4494171199
739	0.4494165322
740	0.4494167695
741	0.4494168995
742	0.449416956
743	0.4494171143
744	0.4494165604
745	0.4494167413
746	0.4494164813
747	0.4494169334
748	0.4494163344
749	0.4494175607
750	0.4494150911
751	0.4494151024
752	0.4494150967
753	0.4494153793
754	0.4494153397
755	0.4494152267
756	0.449415351
757	0.4494151871
758	0.4494150911
759	0.4494163683
760	0.4494151137
761	0.449415125
762	0.4494150402
763	0.4494150289
764	0.4494150741
765	0.4494150402
766	0.4494149667
767	0.4494147633
768	0.4494147633
769	0.4494147181
770	0.4494147181
771	0.4494147181
772	0.4494147576
773	0.4494147915
774	0.4494147915
775	0.4494147972
776	0.4494148028
777	0.4494148028
778	0.4494148028
779	0.4494147859
780	0.4494147407
781	0.4494147407
782	0.4494148424
783	0.4494148424
784	0.4494147124
785	0.4494147124
786	0.4494147124
787	0.4494147124
788	0.4494147124
789	0.4494147124
790	0.4494147124
791	0.4494147124
792	0.4494147124
793	0.4494147124
794	0.4494147576
795	0.4494146785
796	0.4494146672
797	0.4494146672
798	0.4494146672
799	0.4494146672
800	0.4494146729
801	0.4494146729
802	0.4494146729
803	0.4494151928
804	0.4494157184
805	0.4494162552
806	0.4494161874
807	0.4494150911
808	0.4494153397
809	0.4494153171
810	0.4494148763
811	0.4494148537
812	0.4494147124
813	0.4494139721
814	0.4494142546
815	0.4494155771
816	0.4494151024
817	0.4494155771
818	0.4494148593
819	0.449414735
820	0.4494144977
821	0.449414362
822	0.4494148876
823	0.4494153567
824	0.4494145655
825	0.4494136952
826	0.4494137573
827	0.4494155432
828	0.4494152097
829	0.4494144016
830	0.4494139721
831	0.4494128701
832	0.4494128305
833	0.4494127288
834	0.4494131752
835	0.4494132657
836	0.4494135369
837	0.4494134635
838	0.4494129944
839	0.4494124519
840	0.4494124519
841	0.4494124519
842	0.4494135934
843	0.4494139325
844	0.4494135821
845	0.4494121636
846	0.4494123501
847	0.4494136782
848	0.4494130848
849	0.4494137573
850	0.4494135708
851	0.4494124066
852	0.4494126892
853	0.4494117793
854	0.4494114855
855	0.4494114176
856	0.4494120449
857	0.4494122145
858	0.4494118811
859	0.4494118132
860	0.4494119263
861	0.449413
862	0.4494135991
863	0.4494127627
864	0.4494134578
865	0.4494124858
866	0.4494121693
867	0.4494122314
868	0.4494129887
869	0.44941044
870	0.449410423
871	0.4494105078
872	0.4494113442
873	0.4494114459
874	0.4494112198
875	0.4494123671
876	0.449412531
877	0.4494121862
878	0.4494107395
879	0.4494109429
880	0.4494105473
881	0.4494104569
882	0.4494106038
883	0.449410666
884	0.4494104343
885	0.4494104569
886	0.4494101687
887	0.4494103721
888	0.4494119037
889	0.4494116663
890	0.4494107734
891	0.4494106038
892	0.4494112707
893	0.4494119715
894	0.4494110503
895	0.4494114402
896	0.4494108864
897	0.4494110899
898	0.4494109768
899	0.4494102987
900	0.4494113385
901	0.4494101122
902	0.4494104852
903	0.4494106208
904	0.4494105304
905	0.4494102591
906	0.4494105191
907	0.4494094623
908	0.4494095188
909	0.4494097674
910	0.4494085241
911	0.4494087106
912	0.4494096714
913	0.4494080551
914	0.4494080494
915	0.4494081511
916	0.4494081398
917	0.4494082246
918	0.4494082246
919	0.4494081794
920	0.4494079025
921	0.4494079025
922	0.4494079025
923	0.4494079025
924	0.4494079251
925	0.4494079251
926	0.4494077781
927	0.4494077781
928	0.4494077781
929	0.449407716
930	0.4494081342
931	0.4494081342
932	0.449408072
933	0.4494080833
934	0.4494080664
935	0.4494080607
936	0.4494080551
937	0.4494081059
938	0.4494073995
939	0.4494072526
940	0.4494070435
941	0.4494070435
942	0.4494070435
943	0.4494070435
944	0.4494070435
945	0.4494072582
946	0.4494072582
947	0.4494081455
948	0.4494081624
949	0.449407586
950	0.449407586
951	0.4494075295
952	0.4494075069
953	0.4494077216
954	0.4494077273
955	0.4494077047
956	0.4494077555
957	0.4494080211
958	0.4494076934
959	0.4494072469
960	0.4494072469
961	0.4494072469
962	0.4494072469
963	0.4494072469
964	0.4494072469
965	0.4494072469
966	0.4494072469
967	0.4494083263
968	0.4494075521
969	0.4494076086
970	0.4494076029
971	0.4494076086
972	0.4494075973
973	0.4494075916
974	0.4494075973
975	0.4494073995
976	0.4494073995
977	0.4494073995
978	0.4494073882
979	0.4494074843
980	0.4494079985
981	0.4494079985
982	0.4494073599
983	0.4494073599
984	0.4494073656
985	0.4494070209
986	0.4494069869
987	0.4494066422
988	0.4494075521
989	0.4494069587
990	0.4494076086
991	0.449407716
992	0.4494073373
993	0.4494068739
994	0.4494067044
995	0.4494066931
996	0.4494068231
997	0.4494066592
998	0.4494066592
999	0.4494066592
